199	1	5780
199	1	5749
199	0	5745
200	0	5751
201	0	5745
202	0	5745
202	1	5749
202	1	5763
203	1	5775
203	1	5763
203	0	5745
204	0	5755
205	1	5759
205	0	5745
205	1	5749
206	0	5755
207	1	5760
207	0	5745
208	0	5745
208	1	5763
208	1	5775
208	1	5749
209	0	5745
209	1	5747
210	0	5751
211	0	5745
211	1	5766
211	1	5749
212	0	5745
212	1	5747
213	0	5745
213	1	5749
213	1	5747
214	0	5745
214	1	5760
215	0	5751
216	0	5745
217	0	5745
218	0	5751
219	1	5760
219	0	5745
220	0	5745
220	1	5760
221	1	5776
221	1	5763
221	0	5745
222	0	5751
222	1	5765
222	1	5760
223	0	5745
223	1	5749
223	1	5759
224	0	5745
224	1	5770
225	1	5762
225	0	5745
225	1	5749
226	0	5745
226	1	5749
226	1	5760
227	0	5751
228	0	5755
228	1	5756
228	1	5757
229	1	5767
229	0	5745
230	1	5763
230	0	5745
231	0	5745
231	1	5769
231	1	5749
232	1	5749
232	0	5745
233	0	5751
234	1	5749
234	0	5755
234	1	5781
235	1	5749
235	0	5745
235	1	5759
236	0	5751
237	0	5745
237	1	5747
238	0	5745
238	1	5760
239	1	5749
239	1	5769
239	0	5745
239	1	5759
240	0	5745
240	1	5767
241	0	5755
242	0	5745
242	1	5749
242	1	5759
243	1	5749
243	1	5766
243	0	5745
244	0	5751
245	0	5751
246	1	5776
246	1	5763
246	1	5749
246	0	5745
247	1	5759
247	0	5745
248	0	5751
249	0	5751
250	1	5768
250	0	5745
251	1	5756
251	0	5745
252	0	5745
253	0	5751
254	1	5749
254	1	5759
254	0	5745
255	1	5748
255	0	5745
255	1	5749
256	0	5751
257	1	5749
257	1	5759
257	0	5745
258	0	5745
258	1	5754
259	0	5745
259	1	5766
259	1	5769
259	1	5749
259	1	5750
260	0	5751
261	0	5745
261	1	5749
261	1	5758
262	1	5749
262	0	5745
262	1	5769
263	0	5745
263	1	5746
264	1	5749
264	1	5759
264	0	5745
265	0	5751
266	1	5759
266	1	5749
266	0	5745
267	0	5745
267	1	5773
268	0	5745
269	0	5745
269	1	5766
269	1	5749
270	1	5760
270	0	5745
271	0	5745
271	1	5760
272	1	5749
272	0	5745
272	1	5763
272	1	5761
273	1	5759
273	0	5745
273	1	5749
273	1	5766
274	0	5751
274	1	5760
274	1	5765
275	0	5755
276	0	5745
276	1	5749
276	1	5763
277	0	5745
278	1	5774
278	0	5755
278	1	5746
278	1	5749
279	0	5745
279	1	5746
279	1	5778
280	1	5749
280	0	5745
280	1	5769
281	1	5762
281	1	5749
281	0	5745
282	0	5751
282	1	5752
283	0	5745
283	1	5749
283	1	5769
284	1	5766
284	0	5745
284	1	5759
285	0	5745
285	1	5769
285	1	5749
286	1	5756
286	0	5745
286	1	5768
287	1	5749
287	1	5766
287	1	5759
287	0	5745
288	0	5751
289	0	5751
290	0	5751
291	0	5751
292	1	5752
292	0	5751
293	0	5745
294	1	5769
294	1	5762
294	0	5745
295	1	5749
295	1	5759
295	0	5745
296	1	5749
296	1	5781
296	0	5755
297	1	5782
297	0	5745
297	1	5749
298	0	5751
299	1	5760
299	0	5745
300	0	5751
301	0	5751
301	1	5771
302	0	5751
303	1	5760
303	0	5745
304	0	5751
305	1	5770
305	0	5745
305	1	5749
306	1	5749
306	0	5745
306	1	5766
307	0	5751
308	1	5757
308	0	5755
309	1	5759
309	0	5745
310	0	5751
310	1	5752
310	1	5771
311	0	5745
311	1	5759
312	1	5761
312	1	5749
312	0	5745
313	1	5778
313	0	5745
314	0	5751
315	1	5766
315	0	5745
316	1	5760
316	0	5745
317	0	5751
318	0	5751
319	1	5749
319	1	5762
319	0	5745
320	1	5749
320	0	5745
320	1	5766
321	0	5745
321	1	5760
322	1	5754
322	0	5745
323	0	5751
324	1	5760
324	0	5745
325	0	5751
326	0	5751
327	0	5751
328	0	5751
329	0	5751
330	0	5745
330	1	5747
331	1	5749
331	1	5766
331	0	5745
332	0	5751
333	0	5751
334	0	5751
335	0	5745
335	1	5765
335	1	5760
336	0	5751
336	1	5752
337	1	5749
337	0	5745
338	0	5745
338	1	5769
338	1	5749
339	0	5745
339	1	5749
339	1	5766
340	0	5745
341	1	5757
341	0	5755
342	0	5745
342	1	5759
343	0	5751
344	0	5745
344	1	5758
344	1	5749
345	0	5745
346	0	5751
347	0	5751
348	0	5751
349	0	5751
350	1	5766
350	1	5749
350	1	5759
350	0	5745
351	0	5745
351	1	5770
352	0	5751
353	0	5751
354	0	5745
354	1	5750
355	0	5751
355	1	5753
356	0	5751
357	1	5749
357	0	5745
357	1	5759
358	1	5759
358	1	5749
358	0	5745
359	0	5755
360	1	5760
360	0	5751
360	1	5765
361	0	5751
361	1	5752
362	0	5745
362	1	5747
363	0	5751
364	1	5749
364	1	5769
364	0	5745
364	1	5748
365	0	5751
366	0	5751
367	0	5745
367	1	5749
368	1	5756
368	1	5757
368	0	5755
369	0	5751
370	0	5751
371	0	5751
372	1	5749
372	1	5766
372	0	5745
373	0	5751
374	1	5749
374	0	5745
374	1	5766
375	1	5772
375	0	5745
376	1	5771
376	0	5751
377	0	5751
378	1	5766
378	0	5745
379	0	5751
380	0	5745
380	1	5749
380	1	5759
381	0	5751
382	0	5745
382	1	5775
382	1	5763
383	0	5751
384	1	5769
384	0	5745
385	1	5766
385	0	5745
386	0	5751
387	0	5745
388	0	5751
389	0	5751
390	0	5751
391	0	5751
392	1	5749
392	1	5746
392	0	5745
393	1	5757
393	1	5756
393	0	5755
394	1	5749
394	1	5774
394	0	5755
394	1	5746
395	0	5755
396	0	5745
396	1	5749
396	1	5759
397	0	5745
398	0	5745
398	1	5768
399	1	5749
399	1	5750
399	0	5745
399	1	5759
400	0	5745
400	1	5770
401	0	5751
402	0	5751
403	1	5749
403	1	5762
403	0	5745
404	0	5751
405	0	5745
405	1	5749
406	0	5745
406	1	5749
406	1	5766
407	0	5751
408	0	5751
409	0	5751
410	0	5745
411	1	5746
411	0	5745
412	1	5747
412	0	5745
413	0	5751
414	0	5751
415	1	5749
415	0	5745
415	1	5759
416	0	5745
417	0	5751
418	0	5751
419	0	5751
420	0	5751
421	1	5749
421	1	5746
421	1	5774
421	0	5755
422	0	5751
423	0	5745
423	1	5770
424	0	5751
425	1	5746
425	0	5745
426	0	5751
427	0	5745
427	1	5766
427	1	5749
428	0	5745
428	1	5746
428	1	5749
429	1	5758
429	0	5745
430	0	5745
430	1	5749
430	1	5767
431	0	5751
432	1	5770
432	0	5745
433	0	5745
434	0	5745
434	1	5758
434	1	5749
435	0	5751
436	1	5758
436	0	5745
436	1	5760
437	0	5751
438	0	5751
439	1	5771
439	0	5751
440	0	5751
441	0	5751
442	0	5745
443	0	5751
444	0	5751
445	1	5759
445	0	5745
445	1	5749
446	0	5745
446	1	5747
447	1	5766
447	0	5745
448	1	5749
448	1	5782
448	0	5745
449	0	5751
450	0	5751
451	1	5749
451	1	5766
451	0	5745
452	0	5745
452	1	5777
453	1	5757
453	0	5745
453	1	5756
454	0	5751
455	0	5751
456	0	5751
457	0	5751
458	0	5751
459	0	5745
459	1	5766
459	1	5749
460	0	5751
461	0	5751
461	1	5752
462	0	5751
462	1	5752
462	1	5771
462	1	5753
463	0	5745
463	1	5766
463	1	5759
464	0	5745
464	1	5746
464	1	5760
464	1	5748
464	1	5758
464	1	5778
465	0	5745
465	1	5763
465	1	5775
465	1	5749
466	0	5751
467	0	5751
468	0	5745
468	1	5770
469	0	5751
470	0	5751
