0	0	5745
0	1	5746
1	0	5745
1	1	5747
1	1	5748
1	1	5749
2	0	5745
2	1	5750
2	1	5749
3	0	5745
3	1	5749
4	0	5751
4	1	5752
4	1	5753
5	0	5745
5	1	5754
5	1	5749
6	0	5745
6	1	5747
7	0	5745
7	1	5750
7	1	5749
8	0	5755
8	1	5756
8	1	5757
9	0	5751
9	1	5752
10	0	5745
11	0	5755
11	1	5749
12	0	5745
12	1	5758
13	0	5745
14	0	5745
14	1	5759
15	0	5745
15	1	5760
16	0	5745
16	1	5749
16	1	5759
17	0	5745
17	1	5761
17	1	5749
18	0	5745
18	1	5762
18	1	5749
19	0	5745
19	1	5749
19	1	5763
19	1	5764
20	0	5751
20	1	5760
20	1	5765
21	0	5745
21	1	5749
21	1	5766
22	0	5745
22	1	5762
22	1	5749
23	0	5745
23	1	5762
23	1	5749
24	0	5751
25	0	5745
25	1	5749
26	0	5745
26	1	5767
26	1	5756
27	0	5745
27	1	5756
27	1	5768
28	0	5751
28	1	5752
29	0	5751
29	1	5752
30	0	5745
30	1	5769
30	1	5749
31	0	5751
32	0	5745
32	1	5749
32	1	5762
33	0	5745
33	1	5766
33	1	5749
34	0	5745
34	1	5766
34	1	5749
35	0	5751
35	1	5752
36	0	5745
36	1	5749
36	1	5747
37	0	5745
37	1	5749
38	0	5745
38	1	5766
38	1	5749
39	0	5745
39	1	5770
40	0	5745
40	1	5749
40	1	5752
40	1	5761
41	0	5745
41	1	5759
41	1	5750
41	1	5749
42	0	5745
42	1	5769
42	1	5749
43	0	5745
43	1	5769
43	1	5749
43	1	5750
44	0	5745
44	1	5749
44	1	5759
45	0	5745
45	1	5749
45	1	5762
46	0	5745
46	1	5762
46	1	5749
47	0	5745
47	1	5766
47	1	5749
48	0	5745
48	1	5760
49	0	5751
49	1	5752
50	0	5745
50	1	5769
51	0	5745
51	1	5760
52	0	5745
52	1	5769
52	1	5749
53	1	5747
53	0	5745
53	1	5749
54	0	5745
54	1	5768
54	1	5756
55	0	5745
55	1	5749
55	1	5766
56	0	5745
56	1	5748
57	0	5745
57	1	5758
57	1	5760
58	0	5745
58	1	5747
59	0	5751
59	1	5771
60	0	5745
60	1	5749
60	1	5766
61	0	5745
61	1	5749
61	1	5772
62	0	5745
62	1	5749
62	1	5769
63	0	5745
63	1	5762
64	0	5745
64	1	5762
65	0	5751
66	0	5745
66	1	5749
66	1	5748
67	0	5745
67	1	5749
67	1	5762
68	0	5745
68	1	5773
68	1	5749
69	0	5745
69	1	5749
69	1	5769
70	0	5745
70	1	5756
70	1	5768
70	1	5749
71	0	5751
72	0	5745
72	1	5749
73	0	5745
73	1	5749
73	1	5747
74	0	5745
74	1	5749
74	1	5762
75	0	5745
75	1	5766
75	1	5749
76	0	5745
76	1	5747
77	1	5749
77	0	5745
78	0	5745
78	1	5758
78	1	5749
79	0	5745
79	1	5772
79	1	5749
80	0	5755
80	1	5746
80	1	5774
81	0	5755
81	0	5751
81	1	5771
81	1	5757
82	0	5751
83	0	5745
83	1	5747
84	1	5749
84	1	5754
84	0	5745
85	0	5745
85	1	5775
85	1	5749
85	1	5763
86	0	5745
86	1	5747
87	0	5745
87	1	5762
87	1	5749
88	0	5745
88	1	5749
89	0	5745
89	1	5758
90	1	5749
90	0	5745
90	1	5766
91	0	5751
92	0	5745
92	1	5762
93	0	5745
93	1	5759
93	1	5770
94	0	5745
94	1	5749
95	0	5745
95	1	5749
96	0	5745
96	1	5766
96	1	5749
97	0	5745
97	1	5763
97	1	5749
97	1	5776
98	0	5745
98	1	5746
99	0	5751
100	1	5766
100	0	5745
100	1	5749
101	0	5745
101	1	5776
101	1	5763
101	1	5749
102	0	5745
102	1	5760
103	0	5745
103	1	5770
103	1	5749
104	0	5751
104	1	5760
105	0	5745
105	1	5756
105	1	5777
106	0	5745
106	1	5766
106	1	5749
107	1	5753
107	0	5751
107	1	5777
107	1	5752
108	1	5763
108	1	5764
108	0	5745
108	1	5749
109	0	5745
110	0	5745
110	1	5749
110	1	5778
111	1	5749
111	0	5745
112	1	5777
112	0	5745
113	0	5745
113	1	5770
114	0	5745
114	1	5749
114	1	5766
115	0	5745
115	1	5776
115	1	5749
115	1	5763
116	0	5751
117	0	5751
118	0	5745
119	0	5745
119	1	5749
119	1	5766
120	0	5745
120	1	5749
120	1	5760
121	0	5745
121	1	5770
122	0	5751
122	1	5771
123	0	5745
123	1	5766
124	0	5745
124	1	5749
124	1	5766
125	1	5779
125	0	5745
126	0	5745
126	1	5749
126	1	5759
127	0	5745
127	1	5760
128	0	5745
128	1	5759
129	0	5745
129	1	5760
130	0	5745
131	0	5745
131	1	5766
131	1	5749
131	1	5759
132	0	5745
132	1	5760
133	0	5745
133	1	5770
134	0	5755
134	1	5749
135	0	5745
135	1	5759
135	1	5749
136	0	5751
136	1	5765
136	1	5760
137	0	5745
137	1	5749
137	1	5769
138	0	5745
138	1	5763
138	1	5749
139	0	5745
139	1	5749
139	1	5762
140	0	5745
140	1	5759
140	1	5749
141	0	5745
141	1	5748
141	1	5749
142	0	5745
142	1	5775
142	1	5763
143	0	5745
143	1	5780
144	0	5745
144	1	5760
145	0	5745
146	0	5745
146	1	5768
146	1	5756
146	1	5749
147	0	5745
147	1	5766
147	1	5749
148	1	5747
148	0	5745
149	1	5749
149	0	5745
149	1	5776
150	0	5751
151	0	5745
151	1	5747
152	0	5745
152	1	5766
152	1	5749
153	0	5745
153	1	5746
153	1	5749
154	0	5745
154	1	5759
154	1	5749
155	0	5751
155	1	5771
156	1	5767
156	0	5745
156	1	5749
157	1	5766
157	1	5749
157	0	5745
158	0	5745
158	1	5749
158	1	5778
159	0	5745
159	1	5749
159	1	5780
160	0	5745
160	1	5749
160	1	5766
161	0	5751
162	0	5745
162	1	5766
163	0	5745
164	0	5751
165	1	5749
165	1	5748
165	0	5745
166	0	5751
167	0	5745
168	0	5745
168	1	5760
169	0	5751
170	0	5745
170	1	5749
170	1	5766
171	0	5745
171	1	5779
172	0	5745
172	1	5759
172	1	5749
173	0	5745
173	1	5760
174	0	5745
174	1	5770
175	0	5751
176	0	5745
176	1	5762
176	1	5749
177	0	5745
177	1	5762
177	1	5749
178	0	5745
178	1	5749
179	0	5745
179	1	5779
180	0	5751
181	0	5745
181	1	5749
181	1	5759
182	0	5745
182	1	5749
182	1	5750
183	0	5745
183	1	5749
183	1	5759
184	0	5745
184	1	5758
185	0	5745
185	1	5749
186	0	5745
187	0	5745
187	1	5756
187	1	5768
188	0	5751
189	1	5758
189	1	5760
189	1	5749
189	0	5745
190	1	5759
190	0	5745
191	1	5748
191	0	5745
192	0	5751
192	1	5760
193	0	5745
193	1	5760
194	0	5745
194	1	5759
194	1	5770
195	0	5745
195	1	5766
195	1	5749
196	0	5745
196	1	5773
196	1	5749
197	0	5745
197	1	5749
197	1	5763
198	1	5747
198	0	5745
