471	0	5745
471	1	5746
472	0	5747
472	1	5748
473	1	5749
473	0	5750
474	0	5751
474	1	5752
475	0	5753
475	1	5754
476	1	5755
476	0	5756
477	1	5757
477	0	5758
478	1	5759
478	0	5760
479	0	5761
479	1	5762
480	0	5763
480	1	5764
481	0	5765
481	1	5766
482	1	5767
482	0	5756
483	1	5768
483	0	5769
484	1	5770
484	0	5771
485	0	5772
485	1	5773
486	0	5774
486	1	5775
487	0	5753
487	1	5776
488	1	5777
488	0	5747
489	1	5778
489	0	5753
490	0	5779
490	1	5780
491	1	5781
491	0	5745
492	0	5782
492	1	5783
493	1	5784
493	0	5785
494	0	5786
494	1	5787
495	1	5788
495	0	5789
496	0	5790
496	1	5791
497	1	5792
497	0	5793
498	1	5794
498	0	5795
499	1	5796
499	0	5745
500	1	5797
500	0	5798
501	0	5785
501	1	5799
502	1	5800
502	0	5789
503	0	5753
503	1	5801
504	0	5772
504	1	5802
505	1	5803
505	0	5804
506	1	5805
506	0	5785
507	0	5806
507	1	5807
508	0	5806
508	1	5808
509	1	5809
509	0	5745
510	0	5810
510	1	5811
511	0	5745
511	1	5812
512	1	5813
512	0	5785
513	0	5745
513	1	5814
514	0	5765
514	1	5815
515	0	5769
515	1	5816
516	1	5817
516	0	5774
517	1	5818
517	0	5793
518	1	5819
518	0	5782
519	1	5820
519	0	5745
520	1	5821
520	0	5772
521	1	5822
521	0	5779
522	1	5823
522	0	5779
523	1	5824
523	0	5810
524	1	5752
524	0	5751
525	0	5772
525	1	5825
526	1	5826
526	0	5771
527	0	5827
527	1	5828
528	1	5800
528	0	5769
529	1	5829
529	0	5830
530	1	5831
530	0	5779
531	0	5772
531	1	5832
532	0	5806
532	1	5833
533	0	5785
533	1	5834
534	0	5765
534	1	5835
535	0	5836
535	1	5837
536	1	5838
536	0	5785
537	0	5830
537	1	5839
538	0	5785
538	1	5840
539	1	5841
539	0	5790
540	0	5842
540	1	5843
541	1	5844
541	0	5745
542	1	5845
542	0	5798
543	1	5846
543	0	5745
544	0	5765
544	1	5847
545	1	5848
545	0	5756
546	0	5785
546	1	5849
547	1	5850
547	0	5772
548	0	5779
548	1	5851
549	0	5772
549	1	5852
550	0	5853
550	1	5854
551	1	5855
551	0	5789
552	0	5769
552	1	5856
553	0	5771
553	1	5857
554	0	5858
554	1	5859
555	0	5860
555	1	5861
556	1	5862
556	0	5798
557	0	5810
557	1	5863
558	0	5790
558	1	5864
559	0	5751
559	1	5865
560	0	5760
560	1	5866
561	1	5867
561	0	5756
562	1	5868
562	0	5869
563	0	5860
563	1	5812
564	1	5870
564	0	5779
565	1	5871
565	0	5774
566	1	5872
566	0	5745
567	0	5785
567	1	5873
568	0	5874
568	1	5875
569	0	5751
569	1	5876
570	1	5877
570	0	5798
571	0	5785
571	1	5878
572	0	5853
572	1	5879
573	0	5760
573	1	5880
574	0	5874
574	1	5881
575	1	5882
575	0	5774
576	1	5883
576	0	5830
577	1	5884
577	0	5761
578	1	5885
578	0	5785
579	0	5860
579	1	5886
580	1	5887
580	0	5747
581	0	5853
581	1	5888
582	0	5789
582	1	5889
583	0	5793
583	1	5890
584	1	5891
584	0	5793
585	1	5892
585	0	5798
586	0	5793
